Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
3.17,3.82,0,63.86,100,Weekday,Thursday,Light_Load
2.95,0,12.24,100,23.43,Weekend,Sunday,Light_Load
3.24,5.69,0,49.48,100,Weekend,Saturday,Light_Load
3.2,5.87,0,47.86,100,Weekend,Saturday,Light_Load
66.35,26.24,0,92.99,100,Weekend,Saturday,Maximum_Load
4.07,3.82,0,72.91,100,Weekday,Tuesday,Light_Load
3.42,0,17.21,100,19.49,Weekday,Thursday,Light_Load
53.39,26.32,0,89.69,100,Weekday,Friday,Maximum_Load
2.92,4.72,0,52.61,100,Weekday,Thursday,Light_Load
2.56,3.6,0,57.95,100,Weekend,Sunday,Light_Load
58.54,5.18,1.19,99.61,99.98,Weekday,Wednesday,Medium_Load
53.17,19.48,0,93.9,100,Weekday,Wednesday,Maximum_Load
3.42,3.53,0,69.58,100,Weekend,Saturday,Light_Load
52.31,22.9,0,91.61,100,Weekday,Thursday,Medium_Load
115.42,38.45,0,94.87,100,Weekday,Thursday,Medium_Load
2.59,4.32,0,51.42,100,Weekday,Wednesday,Light_Load
5.44,0,18.94,100,27.61,Weekday,Friday,Medium_Load
106.63,52.45,0,89.73,100,Weekday,Wednesday,Maximum_Load
2.88,6.16,0,42.35,100,Weekday,Wednesday,Light_Load
35.42,2.92,0.11,99.66,100,Weekend,Sunday,Maximum_Load
4.46,0,13.46,100,31.45,Weekday,Wednesday,Medium_Load
46.15,8.86,0,98.21,100,Weekday,Monday,Medium_Load
2.84,0,11.74,100,23.51,Weekend,Sunday,Light_Load
94.07,47.23,0,89.37,100,Weekday,Monday,Maximum_Load
3.38,0,17.32,100,19.15,Weekend,Saturday,Light_Load
2.99,5.76,0,46.07,100,Weekend,Saturday,Light_Load
79.85,40.72,0,89.09,100,Weekend,Saturday,Light_Load
3.42,3.35,0,71.44,100,Weekend,Saturday,Light_Load
3.38,4.54,0,59.72,100,Weekday,Friday,Light_Load
3.2,4.72,0,56.12,100,Weekday,Friday,Light_Load
127.98,58.43,0,90.97,100,Weekend,Saturday,Maximum_Load
60.19,32.44,0,88.03,100,Weekday,Thursday,Medium_Load
66.96,8.89,1.51,99.13,99.97,Weekday,Monday,Medium_Load
3.42,6.37,0,47.3,100,Weekend,Sunday,Light_Load
114.98,50.47,0,91.57,100,Weekday,Friday,Medium_Load
3.46,5.18,0,55.54,100,Weekday,Friday,Light_Load
131.54,70.99,0,88,100,Weekday,Thursday,Maximum_Load
4.97,0,27,100,18.1,Weekend,Sunday,Maximum_Load
63.5,29.41,0,90.74,100,Weekday,Friday,Maximum_Load
4.21,0,21.6,100,19.13,Weekday,Monday,Medium_Load
3.46,0,19.04,100,17.88,Weekend,Saturday,Maximum_Load
3.28,3.42,0,69.22,100,Weekday,Wednesday,Light_Load
79.88,34.92,0,91.63,100,Weekday,Monday,Maximum_Load
2.74,3.49,0,61.75,100,Weekend,Sunday,Light_Load
2.99,4.36,0,56.56,100,Weekday,Monday,Light_Load
95.54,15.26,0,98.75,100,Weekday,Wednesday,Medium_Load
70.09,26.6,0,93.49,100,Weekday,Monday,Medium_Load
2.81,6.08,0,41.95,100,Weekday,Friday,Light_Load
89.57,20.95,0,97.37,100,Weekday,Monday,Maximum_Load
33.23,10.04,0.22,95.73,100,Weekday,Tuesday,Medium_Load
2.95,5.47,0,47.47,100,Weekday,Friday,Light_Load
3.64,4.82,0,60.26,100,Weekday,Friday,Light_Load
43.09,10.19,0,97.32,100,Weekday,Tuesday,Medium_Load
2.84,5.26,0,47.51,100,Weekend,Sunday,Light_Load
3.24,5.69,0,49.48,100,Weekday,Tuesday,Light_Load
2.95,0,11.34,100,25.18,Weekend,Sunday,Light_Load
77.98,36.32,0,90.65,100,Weekday,Tuesday,Medium_Load
31.57,0.65,2.52,99.98,99.68,Weekend,Sunday,Medium_Load
55.73,51.48,0,73.46,100,Weekday,Friday,Light_Load
40.32,7.6,0.4,98.27,100,Weekend,Saturday,Maximum_Load
5,0,20.92,100,23.25,Weekend,Sunday,Light_Load
3.82,2.95,0.29,79.15,99.71,Weekday,Wednesday,Light_Load
2.88,4.43,0,54.51,100,Weekday,Wednesday,Light_Load
2.74,5.87,0,42.3,100,Weekend,Sunday,Light_Load
3.06,6.01,0,45.37,100,Weekday,Thursday,Light_Load
74.63,72.36,0,71.79,100,Weekday,Wednesday,Light_Load
3.64,5.26,0,56.9,100,Weekday,Friday,Light_Load
2.56,5.15,0,44.51,100,Weekday,Tuesday,Light_Load
3.06,0,17.39,100,17.33,Weekend,Saturday,Light_Load
8.39,5.98,5.47,81.43,83.77,Weekday,Tuesday,Medium_Load
57.85,22.5,0,93.2,100,Weekday,Thursday,Medium_Load
77.18,24.05,0,95.47,100,Weekend,Saturday,Maximum_Load
26.86,21.31,0,78.34,100,Weekday,Thursday,Light_Load
57.82,25.52,0,91.49,100,Weekday,Wednesday,Maximum_Load
6.3,0,19.87,100,30.22,Weekday,Monday,Medium_Load
3.06,3.64,0,64.35,100,Weekday,Thursday,Light_Load
3.74,0,23.83,100,15.5,Weekend,Saturday,Light_Load
54.43,26.1,0,90.17,100,Weekday,Friday,Maximum_Load
2.7,4.86,0,48.56,100,Weekend,Sunday,Light_Load
32.54,1.4,0.36,99.91,99.99,Weekend,Saturday,Medium_Load
3.2,5.36,0,51.26,100,Weekend,Saturday,Light_Load
63.5,12.24,0,98.19,100,Weekday,Thursday,Medium_Load
39.56,40,0,70.32,100,Weekday,Tuesday,Light_Load
28.8,0,9.32,100,95.14,Weekday,Tuesday,Medium_Load
3.49,3.06,0,75.19,100,Weekday,Monday,Light_Load
3.1,3.6,0,65.25,100,Weekend,Sunday,Light_Load
2.59,3.78,0,56.52,100,Weekday,Tuesday,Light_Load
6.23,0,24.16,100,24.97,Weekend,Saturday,Medium_Load
3.13,0,17.03,100,18.08,Weekday,Tuesday,Light_Load
3.24,6.77,0,43.17,100,Weekend,Saturday,Medium_Load
3.2,5.98,0,47.18,100,Weekday,Wednesday,Light_Load
3.42,0,21.53,100,15.69,Weekend,Saturday,Medium_Load
2.92,5.36,0,47.84,100,Weekend,Saturday,Light_Load
43.67,25.16,0,86.65,100,Weekday,Friday,Maximum_Load
7.34,0,20.88,100,33.16,Weekday,Thursday,Maximum_Load
59.36,26.24,0,91.46,100,Weekday,Tuesday,Medium_Load
59.9,33.8,0.04,87.09,100,Weekday,Monday,Maximum_Load
4.64,4.61,0,70.94,100,Weekday,Wednesday,Light_Load
2.92,5.36,0,47.84,100,Weekday,Thursday,Light_Load
3.38,6.48,0,46.25,100,Weekday,Monday,Light_Load
3.49,0,16.7,100,20.46,Weekend,Saturday,Light_Load
2.92,5.33,0,48.05,100,Weekday,Thursday,Light_Load
6.88,0,26.64,100,25.01,Weekday,Monday,Medium_Load
12.78,3.53,18.36,96.39,57.13,Weekday,Tuesday,Medium_Load
6.98,4.93,0,81.68,100,Weekend,Saturday,Light_Load
4.03,3.49,0,75.59,100,Weekday,Wednesday,Light_Load
111.38,53.89,0,90.02,100,Weekday,Wednesday,Maximum_Load
78.37,13.9,0.14,98.46,100,Weekday,Friday,Medium_Load
3.24,4.57,0,57.84,100,Weekday,Wednesday,Light_Load
3.85,3.53,0,73.71,100,Weekday,Wednesday,Light_Load
4.18,3.71,0.04,74.79,100,Weekday,Monday,Maximum_Load
58.1,25.88,0,91.35,100,Weekday,Friday,Maximum_Load
52.27,17.75,0,94.69,100,Weekday,Friday,Maximum_Load
40.43,24.55,0.11,85.48,100,Weekday,Wednesday,Maximum_Load
2.92,0,12.71,100,22.39,Weekend,Sunday,Medium_Load
35.75,10.44,0,95.99,100,Weekend,Saturday,Medium_Load
59.76,22.18,0,93.75,100,Weekday,Wednesday,Maximum_Load
93.64,34.78,0,93.74,100,Weekday,Tuesday,Maximum_Load
5.54,0,21.24,100,25.24,Weekday,Friday,Maximum_Load
3.28,0,16.7,100,19.27,Weekday,Tuesday,Medium_Load
10.87,0.5,12.49,99.89,65.65,Weekday,Thursday,Medium_Load
50.83,12.78,0,96.98,100,Weekday,Monday,Medium_Load
26.42,1.73,1.37,99.79,99.87,Weekday,Monday,Medium_Load
75.85,26.06,0,94.57,100,Weekday,Thursday,Medium_Load
83.34,56.23,0,82.9,100,Weekday,Thursday,Light_Load
3.92,0.22,3.74,99.84,72.35,Weekend,Sunday,Light_Load
45.36,13.1,0,96.07,100,Weekday,Wednesday,Maximum_Load
2.92,1.3,3.17,91.36,67.75,Weekend,Sunday,Light_Load
4.14,1.87,13.72,91.13,28.89,Weekday,Tuesday,Medium_Load
34.96,3.92,0.54,99.38,99.99,Weekend,Saturday,Maximum_Load
3.06,2.09,0.14,82.58,99.9,Weekend,Sunday,Light_Load
3.49,5.62,0,52.76,100,Weekday,Thursday,Medium_Load
51.34,27.43,0,88.2,100,Weekday,Friday,Maximum_Load
3.46,2.34,0.36,82.83,99.46,Weekday,Tuesday,Light_Load
112.68,49.79,0,91.47,100,Weekday,Monday,Medium_Load
3.24,3.74,0,65.48,100,Weekend,Sunday,Light_Load
61.24,25.16,0,92.5,100,Weekday,Monday,Maximum_Load
111.28,35.17,0,95.35,100,Weekday,Tuesday,Medium_Load
37.73,16.78,2.45,91.37,99.79,Weekend,Sunday,Medium_Load
2.92,4.86,0,51.5,100,Weekend,Sunday,Light_Load
54,34.2,0,84.48,100,Weekend,Saturday,Light_Load
3.35,3.49,0,69.25,100,Weekday,Thursday,Light_Load
3.06,0,16.16,100,18.61,Weekday,Friday,Light_Load
2.77,4.25,0,54.6,100,Weekend,Sunday,Light_Load
9.58,0,23.76,100,37.39,Weekend,Sunday,Medium_Load
3.89,5.58,0,57.19,100,Weekday,Thursday,Light_Load
56.88,42.66,0,80,100,Weekend,Sunday,Light_Load
5.76,5.29,0,73.65,100,Weekday,Tuesday,Light_Load
5.9,0,20.41,100,27.77,Weekend,Saturday,Light_Load
72.86,32.04,0,91.54,100,Weekday,Thursday,Medium_Load
2.99,3.85,0,61.34,100,Weekday,Friday,Light_Load
32.36,0.32,6.01,100,98.32,Weekend,Saturday,Maximum_Load
36.22,31.5,0,75.46,100,Weekday,Tuesday,Light_Load
59.04,26.89,0,91.01,100,Weekend,Saturday,Medium_Load
94.21,52.67,0,87.29,100,Weekday,Tuesday,Maximum_Load
3.46,0,13.79,100,24.34,Weekend,Saturday,Light_Load
46.51,11.95,0,96.85,100,Weekday,Monday,Maximum_Load
6.91,0,17.68,100,36.4,Weekday,Wednesday,Medium_Load
3.64,0,17.6,100,20.25,Weekend,Saturday,Medium_Load
54.94,38.09,0,82.18,100,Weekday,Monday,Maximum_Load
59.83,46.3,0,79.09,100,Weekday,Thursday,Maximum_Load
3.96,0,21.74,100,17.92,Weekday,Wednesday,Medium_Load
16.45,16.06,0,71.55,100,Weekday,Monday,Light_Load
3.92,0,8.75,100,40.88,Weekend,Saturday,Medium_Load
5.18,5.29,0,69.96,100,Weekday,Tuesday,Light_Load
3.85,5.15,0,59.88,100,Weekday,Thursday,Medium_Load
2.77,4.82,0,49.83,100,Weekend,Sunday,Light_Load
2.84,5.54,0,45.62,100,Weekday,Friday,Light_Load
3.1,0,16.31,100,18.67,Weekend,Sunday,Light_Load
3.82,6.3,0,51.85,100,Weekday,Wednesday,Light_Load
3.6,0,13.68,100,25.45,Weekend,Saturday,Light_Load
4.1,4.43,0,67.92,100,Weekday,Wednesday,Light_Load
5.54,0,25.99,100,20.85,Weekday,Friday,Medium_Load
2.92,2.99,0,69.87,100,Weekday,Monday,Light_Load
3.02,4.79,0,53.33,100,Weekday,Monday,Light_Load
3.02,4.57,0,55.13,100,Weekday,Wednesday,Light_Load
3.56,0,16.16,100,21.51,Weekend,Sunday,Light_Load
3.78,0,15.59,100,23.56,Weekend,Sunday,Light_Load
2.92,0,17.1,100,16.83,Weekday,Wednesday,Medium_Load
2.59,4.82,0,47.33,100,Weekday,Monday,Light_Load
2.7,4.46,0,51.79,100,Weekday,Wednesday,Light_Load
84.24,45.54,0,87.97,100,Weekday,Tuesday,Maximum_Load
2.66,0,17.53,100,15,Weekday,Wednesday,Light_Load
3.56,5.58,0,53.79,100,Weekday,Tuesday,Light_Load
34.13,13.46,0,93.03,100,Weekday,Monday,Maximum_Load
2.66,3.53,0,60.18,100,Weekend,Sunday,Light_Load
3.82,3.17,0,76.95,100,Weekday,Tuesday,Light_Load
2.52,4.75,0,46.87,100,Weekday,Wednesday,Light_Load
2.92,5.11,0,49.61,100,Weekday,Thursday,Light_Load
32.08,11.81,0,93.84,100,Weekday,Friday,Maximum_Load
90.11,44.14,0,89.8,100,Weekday,Monday,Medium_Load
57.82,29.59,0,89.02,100,Weekday,Monday,Maximum_Load
37.01,8.53,0.47,97.45,99.99,Weekend,Saturday,Maximum_Load
88.13,51.98,0,86.13,100,Weekday,Wednesday,Maximum_Load
56.34,17.39,0,95.55,100,Weekday,Tuesday,Maximum_Load
3.06,3.82,0,62.52,100,Weekday,Thursday,Light_Load
24.77,0.11,9.61,100,93.23,Weekend,Saturday,Maximum_Load
3.92,6.88,0,49.51,100,Weekday,Thursday,Light_Load
5.08,5.36,0,68.79,100,Weekday,Wednesday,Light_Load
4.18,0,24.3,100,16.95,Weekend,Saturday,Light_Load
3.17,2.92,0,73.55,100,Weekend,Sunday,Light_Load
4.57,0,11.45,100,37.07,Weekend,Saturday,Medium_Load
3.35,0,15.01,100,21.78,Weekend,Sunday,Light_Load
3.46,5.36,0,54.23,100,Weekday,Friday,Light_Load
60.73,35.82,0,86.13,100,Weekday,Wednesday,Maximum_Load
3.56,5.33,0,55.54,100,Weekday,Thursday,Light_Load
2.84,5.08,0,48.8,100,Weekday,Wednesday,Light_Load
37.33,23.44,0,84.69,100,Weekday,Wednesday,Light_Load
53.64,17.71,0,94.96,100,Weekday,Thursday,Maximum_Load
41.11,0.65,1.66,99.99,99.92,Weekday,Friday,Medium_Load
70.38,44.14,0,84.72,100,Weekday,Friday,Medium_Load
4.18,0,21.28,100,19.27,Weekday,Thursday,Medium_Load
3.02,0,16.67,100,17.83,Weekend,Sunday,Medium_Load
29.12,0,8.64,100,95.87,Weekday,Tuesday,Medium_Load
4.46,4.57,0,69.84,100,Weekend,Sunday,Light_Load
34.42,9.9,0,96.1,100,Weekend,Saturday,Maximum_Load
2.66,0,11.77,100,22.04,Weekday,Tuesday,Light_Load
3.1,0,17.46,100,17.48,Weekend,Sunday,Light_Load
4.79,6.62,0,58.62,100,Weekday,Friday,Light_Load
5.54,0,22.21,100,24.2,Weekday,Wednesday,Maximum_Load
6.66,5.72,0,75.86,100,Weekend,Saturday,Light_Load
92.84,40.79,0,91.55,100,Weekday,Thursday,Maximum_Load
36.47,14.76,5.58,92.7,98.85,Weekend,Sunday,Medium_Load
3.42,2.34,0.11,82.53,99.95,Weekday,Tuesday,Light_Load
3.82,0,8.03,100,42.96,Weekday,Wednesday,Light_Load
2.59,3.85,0,55.82,100,Weekday,Wednesday,Light_Load
2.81,3.71,0,60.38,100,Weekday,Wednesday,Light_Load
90.5,48.89,0,87.98,100,Weekday,Wednesday,Maximum_Load
3.64,0,16.88,100,21.08,Weekday,Monday,Light_Load
3.28,4.93,0,55.39,100,Weekend,Saturday,Light_Load
2.99,0,9.94,100,28.81,Weekend,Saturday,Light_Load
51.3,28.73,0,87.25,100,Weekday,Monday,Maximum_Load
91.84,33.73,0,93.87,100,Weekday,Friday,Maximum_Load
3.1,5.22,0,51.06,100,Weekday,Monday,Light_Load
2.92,4.75,0,52.37,100,Weekday,Thursday,Light_Load
67.82,36.58,0,88.01,100,Weekday,Thursday,Maximum_Load
83.02,33.91,0,92.58,100,Weekday,Monday,Maximum_Load
52.34,24.95,0,90.27,100,Weekday,Friday,Maximum_Load
66.92,30.13,0,91.18,100,Weekday,Monday,Maximum_Load
2.92,4.86,0,51.5,100,Weekday,Monday,Light_Load
122.8,54.18,0,91.49,100,Weekday,Friday,Medium_Load
3.17,0,16.67,100,18.68,Weekend,Sunday,Light_Load
4.61,4.1,0,74.72,100,Weekday,Tuesday,Light_Load
37.04,16.85,0,91.02,100,Weekday,Monday,Medium_Load
7.42,0,21.38,100,32.79,Weekday,Thursday,Maximum_Load
3.89,0,11.23,100,32.73,Weekday,Thursday,Medium_Load
41.11,18.25,0,91.4,100,Weekday,Thursday,Light_Load
3.17,4.32,0,59.16,100,Weekday,Friday,Light_Load
60.23,33.12,0,87.63,100,Weekday,Monday,Maximum_Load
3.02,0,4.57,100,55.13,Weekend,Saturday,Light_Load
62.46,38.52,0,85.12,100,Weekday,Tuesday,Maximum_Load
3.06,4.97,0,52.43,100,Weekday,Thursday,Light_Load
3.6,6.88,0,46.36,100,Weekday,Monday,Medium_Load
3.56,0,10.69,100,31.6,Weekend,Saturday,Medium_Load
3.06,0,13.86,100,21.56,Weekend,Sunday,Medium_Load
59.76,28.19,0,90.44,100,Weekday,Monday,Maximum_Load
40.46,30.64,0,79.72,100,Weekend,Saturday,Light_Load
4,2.84,0.36,81.54,99.6,Weekday,Thursday,Light_Load
9.4,0,20.52,100,41.65,Weekday,Tuesday,Medium_Load
8.96,0,23.36,100,35.81,Weekday,Wednesday,Medium_Load
81.25,25.06,0,95.56,100,Weekday,Tuesday,Medium_Load
36.72,8.71,0,97.3,100,Weekday,Wednesday,Medium_Load
64.12,60.12,0,72.95,100,Weekday,Wednesday,Light_Load
2.81,4.57,0,52.38,100,Weekend,Sunday,Light_Load
63.54,49.5,0,78.89,100,Weekend,Sunday,Light_Load
102.28,25.7,0,96.99,100,Weekend,Saturday,Maximum_Load
2.95,5.29,0,48.7,100,Weekday,Tuesday,Light_Load
3.67,7.31,0,44.87,100,Weekend,Saturday,Light_Load
55.48,24.05,0,91.75,100,Weekday,Thursday,Maximum_Load
5.04,0,5,100,70.99,Weekend,Sunday,Maximum_Load
3.49,4.64,0,60.11,100,Weekday,Thursday,Light_Load
3.6,2.84,0.04,78.51,99.99,Weekday,Tuesday,Light_Load
9.29,0,23.51,100,36.75,Weekday,Tuesday,Medium_Load
2.7,5.08,0,46.93,100,Weekday,Friday,Light_Load
105.7,67.36,0,84.33,100,Weekday,Tuesday,Light_Load
57.49,29.2,0,89.16,100,Weekday,Thursday,Maximum_Load
58.07,12.24,0,97.85,100,Weekday,Wednesday,Maximum_Load
2.88,6.52,0,40.41,100,Weekday,Tuesday,Light_Load
36.43,34.85,0,72.26,100,Weekday,Thursday,Light_Load
6.48,5.26,0,77.64,100,Weekend,Saturday,Light_Load
5.62,4.03,0,81.27,100,Weekday,Tuesday,Light_Load
74.59,31.64,0.04,92.06,100,Weekday,Wednesday,Maximum_Load
4.79,5.72,0,64.2,100,Weekday,Wednesday,Light_Load
3.06,0,14.65,100,20.45,Weekend,Sunday,Light_Load
3.92,5.15,0,60.57,100,Weekday,Monday,Light_Load
37.12,15.95,0.54,91.88,99.99,Weekday,Thursday,Medium_Load
7.2,0,14.9,100,43.51,Weekday,Tuesday,Medium_Load
3.92,0,26.57,100,14.6,Weekday,Wednesday,Medium_Load
61.13,26.89,0,91.54,100,Weekday,Wednesday,Medium_Load
56.63,27.4,0,90.02,100,Weekday,Friday,Maximum_Load
109.22,35.71,0,95.05,100,Weekday,Tuesday,Medium_Load
91.01,34.13,0,93.63,100,Weekday,Thursday,Maximum_Load
34.24,1.04,2.12,99.95,99.81,Weekend,Saturday,Maximum_Load
87.88,33.05,0,93.6,100,Weekend,Saturday,Medium_Load
66.13,41.98,0,84.43,100,Weekday,Thursday,Medium_Load
57.38,24.8,0,91.79,100,Weekday,Wednesday,Maximum_Load
3.2,4.9,0,54.68,100,Weekend,Saturday,Light_Load
60.19,45.65,0,79.68,100,Weekday,Friday,Medium_Load
3.2,4.82,0,55.31,100,Weekday,Monday,Light_Load
51.7,15.52,1.91,95.78,99.93,Weekday,Thursday,Maximum_Load
30.82,0,8.1,100,96.72,Weekday,Thursday,Medium_Load
3.2,0,16.99,100,18.51,Weekend,Saturday,Light_Load
2.88,0,17.1,100,16.61,Weekend,Saturday,Medium_Load
3.06,3.67,0,64.04,100,Weekday,Thursday,Light_Load
3.17,4.54,0,57.25,100,Weekday,Tuesday,Light_Load
93.89,46.15,0,89.74,100,Weekday,Wednesday,Maximum_Load
39.67,13.46,0.25,94.7,100,Weekend,Saturday,Maximum_Load
24.08,0,10.91,100,91.09,Weekend,Sunday,Medium_Load
3.02,4.18,0,58.56,100,Weekday,Tuesday,Light_Load
90.04,27.61,0,95.61,100,Weekend,Sunday,Maximum_Load
3.31,3.2,0,71.9,100,Weekday,Friday,Light_Load
3.67,4.72,0,61.38,100,Weekday,Tuesday,Light_Load
48.17,15.7,0,95.08,100,Weekday,Thursday,Maximum_Load
3.38,3.1,0,73.7,100,Weekend,Saturday,Light_Load
70.99,28.94,0,92.6,100,Weekday,Monday,Light_Load
82.08,36.11,0,91.53,100,Weekday,Tuesday,Medium_Load
5.94,4.07,0,82.49,100,Weekday,Tuesday,Light_Load
2.92,5.29,0,48.33,100,Weekday,Friday,Light_Load
59,27.07,0,90.89,100,Weekday,Wednesday,Maximum_Load
3.31,0,17.32,100,18.77,Weekend,Sunday,Light_Load
2.95,6.23,0,42.8,100,Weekday,Tuesday,Light_Load
3.74,6.73,0,48.58,100,Weekday,Friday,Light_Load
3.17,6.66,0,42.98,100,Weekend,Saturday,Light_Load
63.76,42.7,0,83.09,100,Weekday,Wednesday,Medium_Load
77.83,30.92,0,92.93,100,Weekday,Thursday,Medium_Load
2.95,5.72,0,45.84,100,Weekend,Sunday,Light_Load
3.17,4.03,0,61.83,100,Weekend,Saturday,Light_Load
55.8,39.35,0,81.72,100,Weekday,Friday,Medium_Load
69.84,35.78,0,89,100,Weekday,Monday,Medium_Load
3.46,2.23,0.22,84.05,99.8,Weekday,Thursday,Light_Load
3.74,0,17.96,100,20.39,Weekend,Saturday,Light_Load
3.24,0,14.15,100,22.32,Weekend,Sunday,Light_Load
3.92,2.45,0.54,84.8,99.06,Weekday,Wednesday,Light_Load
3.06,0,16.7,100,18.02,Weekend,Saturday,Light_Load
2.56,5.65,0,41.27,100,Weekday,Tuesday,Light_Load
6.16,2.23,0.79,94.03,99.19,Weekday,Friday,Light_Load
3.92,4.03,0,69.73,100,Weekend,Sunday,Light_Load
5.83,5.36,0,73.62,100,Weekend,Sunday,Light_Load
3.46,5.8,0,51.23,100,Weekday,Thursday,Light_Load
3.71,2.81,0,79.72,100,Weekday,Tuesday,Light_Load
96.26,37.84,0,93.07,100,Weekday,Thursday,Medium_Load
2.56,5.62,0,41.45,100,Weekday,Wednesday,Light_Load
6.12,0,21.38,100,27.52,Weekday,Thursday,Medium_Load
3.71,0,10.98,100,32.01,Weekend,Sunday,Medium_Load
2.84,4.5,0,53.37,100,Weekend,Saturday,Medium_Load
78.62,48.49,0,85.11,100,Weekday,Monday,Light_Load
2.92,4.68,0,52.93,100,Weekend,Sunday,Medium_Load
53.28,24.52,0,90.84,100,Weekday,Wednesday,Maximum_Load
2.52,4.64,0,47.73,100,Weekday,Thursday,Light_Load
136.76,75.06,0,87.66,100,Weekday,Thursday,Maximum_Load
77.87,9.79,0.22,99.22,100,Weekend,Saturday,Medium_Load
3.17,0,16.96,100,18.37,Weekend,Sunday,Light_Load
2.66,4.57,0,50.3,100,Weekday,Monday,Light_Load
35.96,2.52,1.37,99.76,99.93,Weekday,Tuesday,Maximum_Load
63.86,43.85,0,82.44,100,Weekday,Tuesday,Maximum_Load
6.41,5.87,0,73.75,100,Weekday,Thursday,Light_Load
3.2,6.23,0,45.69,100,Weekday,Tuesday,Light_Load
53.14,23.4,0,91.52,100,Weekend,Saturday,Maximum_Load
2.88,5.36,0,47.33,100,Weekend,Sunday,Light_Load
8.68,0,18.65,100,42.2,Weekday,Tuesday,Medium_Load
6.44,0,21.78,100,28.35,Weekday,Tuesday,Maximum_Load
6.23,5.33,0,75.99,100,Weekday,Wednesday,Light_Load
47.41,7.85,0.43,98.66,100,Weekday,Monday,Medium_Load
3.42,0,23.69,100,14.29,Weekend,Saturday,Light_Load
3.49,5.65,0,52.55,100,Weekday,Monday,Light_Load
98.75,36.83,0,93.7,100,Weekday,Monday,Maximum_Load
4.25,5.29,0,62.63,100,Weekend,Sunday,Light_Load
6.77,0,22.9,100,28.35,Weekday,Friday,Medium_Load
5.08,0,26.78,100,18.64,Weekend,Saturday,Medium_Load
2.7,5.04,0,47.22,100,Weekday,Wednesday,Light_Load
2.99,4.03,0,59.58,100,Weekend,Saturday,Light_Load
61.81,32.65,0.54,88.42,100,Weekday,Thursday,Medium_Load
32.62,2.38,0.9,99.73,99.96,Weekend,Sunday,Maximum_Load
2.66,4.97,0,47.19,100,Weekend,Sunday,Light_Load
3.71,0,26.03,100,14.11,Weekday,Wednesday,Medium_Load
51.88,21.71,0,92.25,100,Weekday,Thursday,Maximum_Load
4.03,0,18.47,100,21.32,Weekday,Friday,Medium_Load
3.64,0,3.92,100,68.05,Weekday,Monday,Medium_Load
62.03,18.29,0,95.92,100,Weekend,Saturday,Medium_Load
2.56,4.39,0,50.37,100,Weekend,Saturday,Light_Load
2.48,4.5,0,48.27,100,Weekend,Sunday,Light_Load
5.36,0,27.58,100,19.08,Weekday,Thursday,Medium_Load
99.79,46.44,0,90.66,100,Weekday,Tuesday,Maximum_Load
28.94,0,7.52,100,96.79,Weekday,Monday,Medium_Load
107.78,34.2,0,95.32,100,Weekday,Wednesday,Medium_Load
138.06,51.8,0,93.63,100,Weekday,Thursday,Medium_Load
4.18,0,26.86,100,15.38,Weekend,Saturday,Medium_Load
4.68,5.18,0,67.04,100,Weekday,Thursday,Light_Load
52.78,18.4,0,94.43,100,Weekday,Wednesday,Medium_Load
3.49,3.02,0,75.62,100,Weekday,Monday,Light_Load
40.64,9.18,0.29,97.54,100,Weekday,Tuesday,Medium_Load
25.7,0,11.48,100,91.3,Weekend,Sunday,Maximum_Load
52.06,31.36,0,85.66,100,Weekday,Thursday,Maximum_Load
83.7,35.24,0,92.16,100,Weekday,Friday,Maximum_Load
2.66,0,11.63,100,22.3,Weekday,Tuesday,Light_Load
66.49,35.86,0,88.02,100,Weekday,Tuesday,Maximum_Load
2.52,3.67,0,56.61,100,Weekend,Sunday,Light_Load
2.59,3.46,0,59.93,100,Weekday,Tuesday,Light_Load
62.71,38.12,0,85.45,100,Weekday,Monday,Medium_Load
3.96,4.75,0,64.03,100,Weekday,Wednesday,Light_Load
3.24,4.1,0,62,100,Weekend,Sunday,Light_Load
94.97,35.06,0,93.81,100,Weekday,Tuesday,Medium_Load
2.59,4.36,0,51.07,100,Weekend,Sunday,Light_Load
5.11,3.96,0,79.04,100,Weekend,Saturday,Light_Load
57.2,27.4,0,90.19,100,Weekday,Thursday,Medium_Load
102.56,30.64,0,95.82,100,Weekday,Friday,Maximum_Load
3.02,0,14.76,100,20.05,Weekend,Sunday,Light_Load
3.78,4.72,0,62.51,100,Weekday,Monday,Light_Load
44.96,9.5,0.79,97.84,99.98,Weekday,Friday,Maximum_Load
66.46,26.17,0,93.05,100,Weekday,Tuesday,Medium_Load
3.02,3.71,0,63.13,100,Weekday,Thursday,Light_Load
2.95,5.83,0,45.15,100,Weekday,Monday,Light_Load
48.28,42.3,0,75.22,100,Weekday,Thursday,Light_Load
3.17,0,16.52,100,18.85,Weekday,Tuesday,Light_Load
91.19,50.94,0,87.3,100,Weekday,Friday,Maximum_Load
8.06,0,22.21,100,34.11,Weekday,Tuesday,Medium_Load
3.85,6.12,0,53.25,100,Weekend,Saturday,Light_Load
2.88,0,4.68,100,52.41,Weekday,Friday,Light_Load
40.21,21.64,0,88.06,100,Weekday,Friday,Maximum_Load
68.11,31.03,0,91,100,Weekday,Friday,Light_Load
